MicrobeID	PubSeedID	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	Strain	Species	Genus	Family	Order	Class	Phylum	Kingdom	Host	Version	NCBI Taxonomy ID	Annotation version ID	RefSeq ID	GCF ID	IMG Genome ID	Strain/species reference	Reference category	Ecotype	Specific Ecosystem	Cell Shape	Cultured	Diseases	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Gram Staining	Oxygen Requirement	Habitat	Metabolism	Motility	Sample Body Site	Sample Body Subsite	Genome Size   * assembled	Gene Count   * assembled	GC Count   * assembled	GC   * assembled	CDS Count   * assembled	CDS %   * assembled	Genome link
Lachnospiraceae_nov_ERR1022274	N/A	0	Lachnospiraceae nov. ERR1022274	Lachnospiraceae nov. ERR1022274	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1022274/ERR1022274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1022274/ERR1022274_2.fastq.gz
Lachnospiraceae_nov_ERR1022277	N/A	0	Lachnospiraceae nov. ERR1022277	Lachnospiraceae nov. ERR1022277	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1022277/ERR1022277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1022277/ERR1022277_2.fastq.gz
Lachnospiraceae_nov_ERR1022289	N/A	0	Lachnospiraceae nov. ERR1022289	Lachnospiraceae nov. ERR1022289	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1022289/ERR1022289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1022289/ERR1022289_2.fastq.gz
Lachnospiraceae_nov_ERR1022303	N/A	0	Lachnospiraceae nov. ERR1022303	Lachnospiraceae nov. ERR1022303	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1022303/ERR1022303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1022303/ERR1022303_2.fastq.gz
Lachnospiraceae_nov_ERR1022308	N/A	0	Lachnospiraceae nov. ERR1022308	Lachnospiraceae nov. ERR1022308	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1022308/ERR1022308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1022308/ERR1022308_2.fastq.gz
Lachnospiraceae_nov_ERR1022341	N/A	0	Lachnospiraceae nov. ERR1022341	Lachnospiraceae nov. ERR1022341	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022341/ERR1022341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022341/ERR1022341_2.fastq.gz
Lachnospiraceae_nov_ERR1022342	N/A	0	Lachnospiraceae nov. ERR1022342	Lachnospiraceae nov. ERR1022342	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1022342/ERR1022342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1022342/ERR1022342_2.fastq.gz
Lachnospiraceae_nov_ERR1022343	N/A	0	Lachnospiraceae nov. ERR1022343	Lachnospiraceae nov. ERR1022343	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1022343/ERR1022343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1022343/ERR1022343_2.fastq.gz
Lachnospiraceae_nov_ERR1022351	N/A	0	Lachnospiraceae nov. ERR1022351	Lachnospiraceae nov. ERR1022351	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022351/ERR1022351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022351/ERR1022351_2.fastq.gz
Lachnospiraceae_nov_ERR1022353	N/A	0	Lachnospiraceae nov. ERR1022353	Lachnospiraceae nov. ERR1022353	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1022353/ERR1022353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1022353/ERR1022353_2.fastq.gz
Lachnospiraceae_nov_ERR1022380	N/A	0	Lachnospiraceae nov. ERR1022380	Lachnospiraceae nov. ERR1022380	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1022380/ERR1022380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1022380/ERR1022380_2.fastq.gz
Lachnospiraceae_nov_ERR1022381	N/A	0	Lachnospiraceae nov. ERR1022381	Lachnospiraceae nov. ERR1022381	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022381/ERR1022381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022381/ERR1022381_2.fastq.gz
Lachnospiraceae_nov_ERR1022386	N/A	0	Lachnospiraceae nov. ERR1022386	Lachnospiraceae nov. ERR1022386	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1022386/ERR1022386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1022386/ERR1022386_2.fastq.gz
Lachnospiraceae_nov_ERR1022389	N/A	0	Lachnospiraceae nov. ERR1022389	Lachnospiraceae nov. ERR1022389	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1022389/ERR1022389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1022389/ERR1022389_2.fastq.gz
Lachnospiraceae_nov_ERR1022390	N/A	0	Lachnospiraceae nov. ERR1022390	Lachnospiraceae nov. ERR1022390	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1022390/ERR1022390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1022390/ERR1022390_2.fastq.gz
Lachnospiraceae_nov_ERR1022398	N/A	0	Lachnospiraceae nov. ERR1022398	Lachnospiraceae nov. ERR1022398	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1022398/ERR1022398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1022398/ERR1022398_2.fastq.gz
Lachnospiraceae_nov_ERR1022402	N/A	0	Lachnospiraceae nov. ERR1022402	Lachnospiraceae nov. ERR1022402	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1022402/ERR1022402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1022402/ERR1022402_2.fastq.gz
Lachnospiraceae_nov_ERR1022429	N/A	0	Lachnospiraceae nov. ERR1022429	Lachnospiraceae nov. ERR1022429	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1022429/ERR1022429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1022429/ERR1022429_2.fastq.gz
Lachnospiraceae_nov_ERR1022431	N/A	0	Lachnospiraceae nov. ERR1022431	Lachnospiraceae nov. ERR1022431	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022431/ERR1022431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022431/ERR1022431_2.fastq.gz
Lachnospiraceae_nov_ERR1022433	N/A	0	Lachnospiraceae nov. ERR1022433	Lachnospiraceae nov. ERR1022433	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1022433/ERR1022433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1022433/ERR1022433_2.fastq.gz
Lachnospiraceae_nov_ERR1022436	N/A	0	Lachnospiraceae nov. ERR1022436	Lachnospiraceae nov. ERR1022436	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1022436/ERR1022436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1022436/ERR1022436_2.fastq.gz
Lachnospiraceae_nov_ERR1022478	N/A	0	Lachnospiraceae nov. ERR1022478	Lachnospiraceae nov. ERR1022478	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1022478/ERR1022478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1022478/ERR1022478_2.fastq.gz
Lachnospiraceae_nov_ERR1022480	N/A	0	Lachnospiraceae nov. ERR1022480	Lachnospiraceae nov. ERR1022480	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1022480/ERR1022480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1022480/ERR1022480_2.fastq.gz
Lachnospiraceae_nov_ERR1022481	N/A	0	Lachnospiraceae nov. ERR1022481	Lachnospiraceae nov. ERR1022481	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022481/ERR1022481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1022481/ERR1022481_2.fastq.gz
Lachnospiraceae_nov_ERR1203950	N/A	0	Lachnospiraceae nov. ERR1203950	Lachnospiraceae nov. ERR1203950	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/000/ERR1203950/ERR1203950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/000/ERR1203950/ERR1203950_2.fastq.gz
Lachnospiraceae_nov_ERR1203952	N/A	0	Lachnospiraceae nov. ERR1203952	Lachnospiraceae nov. ERR1203952	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/002/ERR1203952/ERR1203952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/002/ERR1203952/ERR1203952_2.fastq.gz
Lachnospiraceae_nov_ERR1203964	N/A	0	Lachnospiraceae nov. ERR1203964	Lachnospiraceae nov. ERR1203964	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/004/ERR1203964/ERR1203964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/004/ERR1203964/ERR1203964_2.fastq.gz
Lachnospiraceae_nov_ERR1203967	N/A	0	Lachnospiraceae nov. ERR1203967	Lachnospiraceae nov. ERR1203967	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/007/ERR1203967/ERR1203967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/007/ERR1203967/ERR1203967_2.fastq.gz
Lachnospiraceae_nov_ERR1203970	N/A	0	Lachnospiraceae nov. ERR1203970	Lachnospiraceae nov. ERR1203970	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/000/ERR1203970/ERR1203970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/000/ERR1203970/ERR1203970_2.fastq.gz
Lachnospiraceae_nov_ERR1203972	N/A	0	Lachnospiraceae nov. ERR1203972	Lachnospiraceae nov. ERR1203972	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/002/ERR1203972/ERR1203972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/002/ERR1203972/ERR1203972_2.fastq.gz
Lachnospiraceae_nov_ERR1204044	N/A	0	Lachnospiraceae nov. ERR1204044	Lachnospiraceae nov. ERR1204044	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/004/ERR1204044/ERR1204044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/004/ERR1204044/ERR1204044_2.fastq.gz
Lachnospiraceae_nov_ERR1204046	N/A	0	Lachnospiraceae nov. ERR1204046	Lachnospiraceae nov. ERR1204046	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/006/ERR1204046/ERR1204046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/006/ERR1204046/ERR1204046_2.fastq.gz
Lachnospiraceae_nov_ERR1204058	N/A	0	Lachnospiraceae nov. ERR1204058	Lachnospiraceae nov. ERR1204058	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/008/ERR1204058/ERR1204058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/008/ERR1204058/ERR1204058_2.fastq.gz
Lachnospiraceae_nov_ERR1204061	N/A	0	Lachnospiraceae nov. ERR1204061	Lachnospiraceae nov. ERR1204061	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/001/ERR1204061/ERR1204061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/001/ERR1204061/ERR1204061_2.fastq.gz
Lachnospiraceae_nov_ERR1204064	N/A	0	Lachnospiraceae nov. ERR1204064	Lachnospiraceae nov. ERR1204064	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/004/ERR1204064/ERR1204064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/004/ERR1204064/ERR1204064_2.fastq.gz
Lachnospiraceae_nov_ERR1204066	N/A	0	Lachnospiraceae nov. ERR1204066	Lachnospiraceae nov. ERR1204066	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/006/ERR1204066/ERR1204066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/006/ERR1204066/ERR1204066_2.fastq.gz
Lachnospiraceae_nov_ERR171267	N/A	0	Lachnospiraceae nov. ERR171267	Lachnospiraceae nov. ERR171267	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171267/ERR171267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171267/ERR171267_2.fastq.gz
Lachnospiraceae_nov_ERR171274	N/A	0	Lachnospiraceae nov. ERR171274	Lachnospiraceae nov. ERR171274	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171274/ERR171274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171274/ERR171274_2.fastq.gz
Lachnospiraceae_nov_ERR171283	N/A	0	Lachnospiraceae nov. ERR171283	Lachnospiraceae nov. ERR171283	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171283/ERR171283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR171/ERR171283/ERR171283_2.fastq.gz
Lachnospiraceae_nov_ERR2221097	N/A	0	Lachnospiraceae nov. ERR2221097	Lachnospiraceae nov. ERR2221097	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2221097/ERR2221097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2221097/ERR2221097_2.fastq.gz
Lachnospiraceae_nov_ERR2221111	N/A	0	Lachnospiraceae nov. ERR2221111	Lachnospiraceae nov. ERR2221111	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2221111/ERR2221111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2221111/ERR2221111_2.fastq.gz
Lachnospiraceae_nov_ERR2221148	N/A	0	Lachnospiraceae nov. ERR2221148	Lachnospiraceae nov. ERR2221148	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221148/ERR2221148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2221148/ERR2221148_2.fastq.gz
Lachnospiraceae_nov_ERR2221151	N/A	0	Lachnospiraceae nov. ERR2221151	Lachnospiraceae nov. ERR2221151	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2221151/ERR2221151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2221151/ERR2221151_2.fastq.gz
Lachnospiraceae_nov_ERR2221161	N/A	0	Lachnospiraceae nov. ERR2221161	Lachnospiraceae nov. ERR2221161	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2221161/ERR2221161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2221161/ERR2221161_2.fastq.gz
Lachnospiraceae_nov_ERR2221181	N/A	0	Lachnospiraceae nov. ERR2221181	Lachnospiraceae nov. ERR2221181	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2221181/ERR2221181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2221181/ERR2221181_2.fastq.gz
Lachnospiraceae_nov_ERR2221183	N/A	0	Lachnospiraceae nov. ERR2221183	Lachnospiraceae nov. ERR2221183	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221183/ERR2221183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221183/ERR2221183_2.fastq.gz
Lachnospiraceae_nov_ERR2221187	N/A	0	Lachnospiraceae nov. ERR2221187	Lachnospiraceae nov. ERR2221187	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2221187/ERR2221187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2221187/ERR2221187_2.fastq.gz
Lachnospiraceae_nov_ERR2221212	N/A	0	Lachnospiraceae nov. ERR2221212	Lachnospiraceae nov. ERR2221212	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803					PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/002/ERR2221212/ERR2221212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/002/ERR2221212/ERR2221212_2.fastq.gz
Lachnospiraceae_nov_ERR2221263	N/A	0	Lachnospiraceae nov. ERR2221263	Lachnospiraceae nov. ERR2221263	unclassified Lachnospiraceae	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	Human	Forster	186803		GCF_000194115.1			PMID:30718869	Forster et al. resource	0	0	0							Gram+	Anaerobe	0	0	0	0	0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221263/ERR2221263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221263/ERR2221263_2.fastq.gz
